,City,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
402955,Delhi,2024-03-11 23:00:00,444.3,187.1,24.4,103.0,209.1,42.6,0.44,61.1,34.7,12.09,9.84,6.46,335.3,Satisfactory
402960,Delhi,2024-03-12 00:00:00,367.5,481.6,120.0,36.8,8.0,5.4,3.1,85.7,7.5,3.72,28.51,2.92,385.7,Severe
402965,Delhi,2024-03-12 01:00:00,144.0,202.1,10.9,84.2,65.2,40.6,5.29,66.0,170.0,8.09,2.25,4.41,250.5,Satisfactory
402970,Delhi,2024-03-12 02:00:00,262.5,177.0,84.5,35.8,42.8,38.5,8.37,21.8,107.7,9.94,23.66,9.26,38.4,Satisfactory
402975,Delhi,2024-03-12 03:00:00,342.6,582.4,12.0,96.3,68.6,34.4,9.33,88.3,94.9,0.91,17.11,7.05,324.9,Good
402980,Delhi,2024-03-12 04:00:00,438.2,75.0,62.4,42.0,49.1,43.6,7.6,32.9,101.2,5.61,18.65,0.82,315.8,Very Poor
402985,Delhi,2024-03-12 05:00:00,483.5,72.7,186.5,110.6,215.6,20.5,7.75,20.3,52.6,0.3,20.22,6.65,420.9,Poor
402990,Delhi,2024-03-12 06:00:00,184.2,437.5,11.0,110.0,0.5,22.5,5.99,32.3,2.2,1.38,6.86,4.49,319.5,Satisfactory
402995,Delhi,2024-03-12 07:00:00,244.2,421.3,151.5,34.6,131.3,23.7,2.55,70.4,121.3,10.97,11.68,2.98,432.1,Good
403000,Delhi,2024-03-12 08:00:00,323.2,589.3,103.3,42.7,188.8,0.7,1.78,50.0,75.5,4.68,26.32,7.16,114.9,Very Poor
403005,Delhi,2024-03-12 09:00:00,48.6,194.2,23.2,65.1,145.6,41.8,4.16,3.5,2.3,7.53,8.18,0.68,316.1,Very Poor
403010,Delhi,2024-03-12 10:00:00,262.7,415.2,104.8,6.7,47.7,41.8,3.58,37.6,128.9,19.14,17.89,2.78,115.2,Poor
403015,Delhi,2024-03-12 11:00:00,419.0,575.0,172.8,45.7,126.8,12.1,8.0,54.3,160.0,13.13,6.21,7.83,179.1,Poor
403020,Delhi,2024-03-12 12:00:00,310.8,535.1,24.7,102.7,151.7,20.7,1.35,27.7,114.3,8.59,6.56,2.33,24.1,Very Poor
403025,Delhi,2024-03-12 13:00:00,365.4,338.3,91.4,12.0,169.0,15.9,1.85,23.4,195.0,16.33,20.1,3.54,488.9,Severe
403030,Delhi,2024-03-12 14:00:00,242.5,263.4,18.7,34.0,127.1,9.1,0.37,73.1,157.3,6.69,19.9,1.89,495.4,Severe
403035,Delhi,2024-03-12 15:00:00,156.7,62.6,15.4,102.8,17.8,17.6,3.06,66.8,1.0,11.66,19.44,1.88,212.9,Poor
403040,Delhi,2024-03-12 16:00:00,205.1,280.8,191.3,83.1,80.6,33.7,8.3,70.6,161.6,9.61,13.45,0.99,494.5,Poor
403045,Delhi,2024-03-12 17:00:00,14.1,202.5,178.4,126.6,249.2,38.9,0.97,94.2,30.9,9.35,10.23,9.05,182.4,Severe
403050,Delhi,2024-03-12 18:00:00,197.1,14.1,2.1,63.2,184.2,22.3,4.54,9.1,120.2,3.86,25.32,1.73,18.1,Very Poor
403055,Delhi,2024-03-12 19:00:00,267.8,384.3,134.3,144.4,116.1,44.1,2.18,19.0,198.8,1.39,9.4,2.25,3.3,Very Poor
403060,Delhi,2024-03-12 20:00:00,463.8,303.2,195.2,52.4,232.5,25.4,2.03,23.7,73.9,9.95,10.01,8.74,447.6,Moderate
403065,Delhi,2024-03-12 21:00:00,246.2,455.2,193.3,129.9,243.2,19.8,8.69,37.4,123.9,15.56,26.39,5.53,385.5,Very Poor
403070,Delhi,2024-03-12 22:00:00,333.7,522.5,68.8,29.1,89.1,41.3,9.98,37.4,66.8,18.77,10.9,8.74,476.1,Poor
403075,Delhi,2024-03-12 23:00:00,494.3,467.1,13.2,110.9,106.4,27.9,6.01,62.9,131.8,16.35,9.55,2.09,217.2,Satisfactory
403080,Delhi,2024-03-13 00:00:00,352.8,395.7,58.7,29.7,184.3,37.3,5.4,32.9,166.0,8.67,29.0,3.14,40.3,Very Poor
403085,Delhi,2024-03-13 01:00:00,75.8,474.8,126.5,72.0,167.2,3.9,3.92,98.9,36.4,13.13,15.31,3.82,165.4,Moderate
403090,Delhi,2024-03-13 02:00:00,441.9,535.3,35.4,147.7,36.5,38.4,1.76,62.3,34.6,10.4,19.84,2.43,311.6,Very Poor
403095,Delhi,2024-03-13 03:00:00,200.6,398.7,58.9,138.8,226.0,16.7,5.96,73.1,154.5,18.51,26.45,4.96,227.2,Severe
403100,Delhi,2024-03-13 04:00:00,104.4,117.1,84.9,80.3,45.9,43.7,1.44,50.3,129.7,14.59,11.93,0.03,54.8,Very Poor
403105,Delhi,2024-03-13 05:00:00,427.5,401.4,127.9,110.8,12.3,33.7,3.91,19.1,54.6,17.85,1.8,5.87,352.8,Very Poor
403110,Delhi,2024-03-13 06:00:00,137.1,375.5,155.6,50.6,5.8,14.4,7.9,37.7,190.3,14.75,11.73,1.37,209.2,Good
403115,Delhi,2024-03-13 07:00:00,183.8,599.1,181.9,114.0,95.6,5.2,7.47,83.8,6.5,1.95,17.3,3.21,131.5,Poor
403120,Delhi,2024-03-13 08:00:00,318.2,436.5,64.9,2.6,56.7,7.8,9.58,85.5,23.7,1.38,23.78,2.77,372.1,Severe
403125,Delhi,2024-03-13 09:00:00,140.0,454.5,146.9,119.7,239.5,28.9,9.51,11.7,171.9,15.19,28.96,1.92,159.0,Very Poor
403130,Delhi,2024-03-13 10:00:00,416.3,236.7,159.4,125.3,207.3,31.4,5.22,77.3,89.2,1.71,13.21,2.21,76.2,Satisfactory
403135,Delhi,2024-03-13 11:00:00,220.3,101.3,125.7,126.6,136.0,34.0,6.55,29.1,94.2,3.68,20.95,0.4,414.0,Very Poor
403140,Delhi,2024-03-13 12:00:00,96.8,351.1,98.0,132.1,57.3,24.7,8.85,54.6,120.1,16.25,28.23,1.95,181.7,Satisfactory
403145,Delhi,2024-03-13 13:00:00,80.5,208.9,99.2,9.8,75.3,49.1,2.57,75.6,139.9,13.48,24.71,9.8,115.0,Very Poor
403150,Delhi,2024-03-13 14:00:00,265.1,500.6,45.6,143.7,132.2,44.7,8.77,12.8,116.2,6.98,0.29,0.25,478.1,Good
403155,Delhi,2024-03-13 15:00:00,377.8,420.5,76.9,88.9,65.8,27.8,3.41,61.8,47.3,16.21,26.77,0.92,431.7,Satisfactory
403160,Delhi,2024-03-13 16:00:00,52.3,454.7,197.5,90.9,31.1,37.6,1.24,85.6,0.6,5.99,8.05,8.68,492.4,Satisfactory
403165,Delhi,2024-03-13 17:00:00,248.4,377.7,53.6,58.8,53.8,9.2,4.93,36.2,191.7,7.23,27.23,5.41,439.5,Severe
403170,Delhi,2024-03-13 18:00:00,185.7,350.7,17.0,77.2,160.7,32.2,4.84,60.2,160.3,13.03,26.7,4.61,447.9,Satisfactory
403175,Delhi,2024-03-13 19:00:00,270.4,75.1,140.2,128.5,182.2,21.2,1.85,66.7,57.4,1.86,29.75,4.0,99.7,Poor
403180,Delhi,2024-03-13 20:00:00,91.4,250.9,58.7,70.6,186.9,30.8,3.23,61.7,160.9,12.76,8.81,1.21,185.4,Good
403185,Delhi,2024-03-13 21:00:00,328.1,198.2,26.9,20.7,168.7,29.8,4.24,52.3,45.4,18.93,0.94,6.03,291.8,Severe
403190,Delhi,2024-03-13 22:00:00,172.2,410.1,195.4,45.3,4.5,25.3,6.46,45.3,145.9,4.23,11.59,4.1,180.9,Moderate
403195,Delhi,2024-03-13 23:00:00,75.7,584.3,187.1,122.7,213.0,42.4,1.77,71.9,93.5,1.42,15.88,8.33,112.0,Poor
403200,Delhi,2024-03-14 00:00:00,214.6,366.2,151.5,18.1,64.5,38.2,0.37,61.1,26.6,9.5,19.49,8.61,384.6,Moderate
403205,Delhi,2024-03-14 01:00:00,199.3,116.8,60.3,138.5,42.5,22.1,0.49,3.4,159.2,3.46,28.96,5.47,208.9,Satisfactory
403210,Delhi,2024-03-14 02:00:00,327.8,214.7,198.4,149.5,10.4,39.7,3.13,62.5,185.1,6.51,8.35,2.39,14.9,Severe
403215,Delhi,2024-03-14 03:00:00,71.8,482.1,53.5,49.1,129.7,44.3,6.24,46.2,101.0,4.02,27.72,4.52,216.2,Poor
403220,Delhi,2024-03-14 04:00:00,206.6,42.3,178.8,137.4,203.4,32.3,7.37,27.6,125.9,15.48,8.27,5.64,256.7,Satisfactory
403225,Delhi,2024-03-14 05:00:00,206.4,196.9,185.8,97.5,212.7,24.1,4.01,14.8,45.9,9.47,26.21,4.47,180.6,Moderate
403230,Delhi,2024-03-14 06:00:00,154.7,53.7,149.6,145.8,89.0,43.6,3.28,22.5,8.4,3.57,3.49,3.06,61.0,Satisfactory
403235,Delhi,2024-03-14 07:00:00,101.4,236.6,143.4,57.3,226.2,15.4,3.25,72.1,105.1,15.09,4.48,6.88,195.9,Severe
403240,Delhi,2024-03-14 08:00:00,5.8,270.0,179.6,99.0,99.4,47.5,2.69,60.1,160.3,4.99,2.68,7.48,180.4,Moderate
403245,Delhi,2024-03-14 09:00:00,122.5,431.8,69.4,78.3,211.4,5.0,2.43,41.8,168.7,8.81,7.55,1.04,297.0,Good
403250,Delhi,2024-03-14 10:00:00,138.8,170.7,0.5,147.9,159.0,8.8,2.67,4.4,156.2,4.69,5.28,6.6,3.1,Satisfactory
403255,Delhi,2024-03-14 11:00:00,434.7,381.3,24.3,126.8,123.9,35.6,5.07,99.4,103.4,5.64,14.95,6.95,37.3,Very Poor
403260,Delhi,2024-03-14 12:00:00,412.4,125.4,174.8,114.2,63.0,24.6,9.11,75.2,158.7,19.9,12.33,7.29,498.5,Moderate
403265,Delhi,2024-03-14 13:00:00,94.9,528.8,2.4,15.6,99.5,45.7,6.93,32.0,0.6,5.85,0.16,0.97,325.7,Very Poor
403270,Delhi,2024-03-14 14:00:00,410.8,119.4,101.2,39.4,110.8,37.6,2.35,52.5,196.0,5.92,15.1,7.73,314.0,Moderate
403275,Delhi,2024-03-14 15:00:00,454.8,516.5,96.5,72.4,85.0,6.5,6.85,56.7,35.2,15.19,11.28,6.2,158.9,Good
403280,Delhi,2024-03-14 16:00:00,272.3,556.9,118.9,53.7,115.6,37.2,8.62,52.2,31.0,10.8,7.24,4.0,48.9,Good
403285,Delhi,2024-03-14 17:00:00,197.2,362.5,59.8,58.6,151.9,36.0,9.73,92.2,190.9,17.94,3.04,9.97,114.2,Severe
403290,Delhi,2024-03-14 18:00:00,92.8,129.6,9.9,28.9,83.5,48.7,6.21,82.0,148.9,9.4,2.26,5.22,411.0,Severe
403295,Delhi,2024-03-14 19:00:00,419.5,112.5,85.6,4.6,62.4,5.6,8.78,22.4,109.1,16.36,0.97,3.92,223.0,Good
403300,Delhi,2024-03-14 20:00:00,20.0,187.7,3.6,17.8,128.1,30.5,2.51,88.6,199.2,17.92,12.7,6.18,345.7,Moderate
403305,Delhi,2024-03-14 21:00:00,270.3,115.4,129.4,105.8,25.0,2.1,2.39,99.2,185.9,7.63,19.55,8.73,130.7,Poor
403310,Delhi,2024-03-14 22:00:00,34.9,68.3,94.9,55.4,98.6,33.9,1.25,15.9,21.1,7.54,5.41,2.84,216.8,Satisfactory
403315,Delhi,2024-03-14 23:00:00,260.0,288.7,42.1,8.1,1.0,15.0,4.22,0.6,8.4,18.28,21.55,3.31,157.5,Satisfactory
403320,Delhi,2024-03-15 00:00:00,68.0,211.0,138.9,149.4,30.6,34.7,8.13,3.2,192.2,15.76,9.49,6.56,436.6,Severe
403325,Delhi,2024-03-15 01:00:00,171.8,131.2,152.0,110.6,173.4,9.5,6.95,94.0,18.8,6.88,25.36,9.79,203.8,Satisfactory
403330,Delhi,2024-03-15 02:00:00,190.8,561.8,144.2,78.4,7.7,18.4,7.84,73.6,52.5,15.58,14.22,6.44,164.1,Poor
403335,Delhi,2024-03-15 03:00:00,105.3,86.3,77.4,89.2,238.8,26.8,4.08,92.3,87.4,18.25,27.72,7.56,323.4,Moderate
403340,Delhi,2024-03-15 04:00:00,267.6,564.6,196.7,58.4,86.1,18.9,9.05,23.7,75.7,13.49,6.58,7.44,496.2,Moderate
403345,Delhi,2024-03-15 05:00:00,9.3,37.5,172.0,46.1,228.8,17.3,8.75,56.6,97.2,0.51,29.81,0.47,345.0,Poor
403350,Delhi,2024-03-15 06:00:00,289.1,293.2,24.1,22.4,154.9,12.9,7.91,49.4,103.8,14.01,1.86,2.48,49.3,Very Poor
403355,Delhi,2024-03-15 07:00:00,493.7,562.5,22.8,133.6,100.2,23.5,3.89,39.3,26.5,9.73,13.2,6.93,116.8,Very Poor
403360,Delhi,2024-03-15 08:00:00,475.9,284.1,82.4,81.2,156.4,5.0,9.59,23.0,177.5,11.58,5.64,9.26,473.4,Good
403365,Delhi,2024-03-15 09:00:00,242.9,196.6,105.8,31.0,140.8,24.0,2.98,71.2,86.4,16.05,14.95,3.56,203.3,Severe
403370,Delhi,2024-03-15 10:00:00,104.7,126.6,161.7,22.4,90.7,17.2,3.62,91.0,130.1,6.16,4.28,5.62,182.1,Severe
403375,Delhi,2024-03-15 11:00:00,43.9,351.5,86.4,77.3,3.3,17.6,8.92,3.5,151.3,17.82,24.21,3.09,459.3,Very Poor
403380,Delhi,2024-03-15 12:00:00,76.3,451.5,158.5,73.4,85.9,46.8,9.58,94.0,18.6,5.1,15.1,7.33,17.8,Moderate
403385,Delhi,2024-03-15 13:00:00,114.5,477.3,119.2,90.8,145.1,3.1,2.83,58.9,170.3,2.53,2.91,0.18,489.8,Very Poor
403390,Delhi,2024-03-15 14:00:00,361.5,307.9,84.7,31.9,232.0,0.0,1.0,11.4,73.7,14.91,5.5,6.14,112.7,Satisfactory
403395,Delhi,2024-03-15 15:00:00,404.6,315.0,167.1,140.7,87.5,39.0,1.19,34.1,124.6,15.56,21.01,6.6,375.2,Good
403400,Delhi,2024-03-15 16:00:00,340.6,85.9,74.8,27.1,221.8,38.6,5.17,60.2,51.2,4.45,16.94,4.41,16.1,Moderate
403405,Delhi,2024-03-15 17:00:00,54.6,332.4,5.6,44.0,223.7,20.5,2.49,75.6,80.9,4.61,9.47,4.07,240.4,Satisfactory
403410,Delhi,2024-03-15 18:00:00,137.7,99.9,1.1,3.7,57.7,33.5,6.53,74.0,118.0,1.72,29.62,7.78,427.8,Poor
403415,Delhi,2024-03-15 19:00:00,254.0,519.0,38.1,75.6,87.2,21.2,7.62,64.2,77.7,0.45,16.8,0.64,282.6,Moderate
403420,Delhi,2024-03-15 20:00:00,183.7,52.5,152.9,118.3,48.9,40.3,5.55,71.8,125.5,8.21,13.55,9.03,117.1,Satisfactory
403425,Delhi,2024-03-15 21:00:00,155.9,38.2,141.8,87.6,227.9,39.8,4.0,48.7,40.6,2.7,27.2,6.1,439.1,Good
403430,Delhi,2024-03-15 22:00:00,1.5,547.7,142.9,88.5,44.5,40.4,1.78,8.5,18.8,5.86,19.86,0.39,74.2,Satisfactory
403435,Delhi,2024-03-15 23:00:00,166.8,29.5,25.9,78.1,1.9,48.1,9.08,87.8,158.0,7.19,3.51,8.12,262.4,Very Poor
403440,Delhi,2024-03-16 00:00:00,327.7,270.3,94.6,46.2,24.1,18.6,1.45,92.8,175.2,17.88,19.01,5.82,419.4,Moderate
403445,Delhi,2024-03-16 01:00:00,225.9,433.5,82.3,113.0,131.8,12.6,6.28,20.5,167.5,14.1,15.61,4.38,149.8,Poor
403450,Delhi,2024-03-16 02:00:00,106.6,589.7,87.2,112.5,148.4,30.4,5.19,14.1,14.7,14.56,4.37,0.9,233.6,Very Poor
403455,Delhi,2024-03-16 03:00:00,406.0,168.7,131.0,98.8,226.1,20.1,4.36,90.5,127.1,2.33,6.0,6.97,185.8,Good
403460,Delhi,2024-03-16 04:00:00,376.1,415.2,86.3,121.2,60.4,30.9,0.41,84.8,114.0,6.58,23.6,3.74,206.8,Good
403465,Delhi,2024-03-16 05:00:00,433.1,62.9,25.5,17.7,95.4,12.3,6.35,34.9,115.0,14.91,15.8,8.62,100.5,Good
403470,Delhi,2024-03-16 06:00:00,242.6,365.6,144.2,57.1,28.1,6.9,5.81,53.0,177.8,18.41,18.88,0.76,84.7,Severe
403475,Delhi,2024-03-16 07:00:00,398.7,415.9,185.4,69.4,157.8,44.2,8.06,58.8,40.7,2.53,7.77,3.37,388.6,Very Poor
403480,Delhi,2024-03-16 08:00:00,123.2,153.2,190.2,129.9,237.8,39.9,9.31,86.2,192.2,6.54,0.26,4.09,419.6,Good
403485,Delhi,2024-03-16 09:00:00,367.1,473.6,144.2,30.4,190.4,28.0,0.42,2.9,5.6,14.53,7.49,8.78,442.4,Very Poor
403490,Delhi,2024-03-16 10:00:00,172.5,150.6,158.0,73.5,138.8,9.6,3.4,96.2,166.0,10.9,2.63,6.13,453.5,Severe
403495,Delhi,2024-03-16 11:00:00,307.5,110.2,137.8,67.4,89.2,18.5,0.55,41.0,118.6,6.85,24.6,0.48,479.4,Severe
403500,Delhi,2024-03-16 12:00:00,125.9,433.1,145.9,127.5,86.3,32.4,7.99,1.4,75.7,14.11,5.64,0.09,86.5,Moderate
403505,Delhi,2024-03-16 13:00:00,179.1,242.4,164.8,134.6,147.1,6.5,4.62,59.4,17.6,5.5,29.65,1.73,227.9,Severe
403510,Delhi,2024-03-16 14:00:00,62.1,41.8,160.2,41.4,30.3,31.0,5.87,80.5,59.0,7.16,28.44,5.26,160.9,Satisfactory
403515,Delhi,2024-03-16 15:00:00,270.4,181.3,108.0,94.0,159.1,30.4,4.1,59.5,179.0,18.42,6.3,2.77,199.6,Very Poor
403520,Delhi,2024-03-16 16:00:00,413.9,459.3,24.9,115.8,6.5,33.2,4.99,1.9,198.3,15.36,25.86,6.24,295.6,Satisfactory
403525,Delhi,2024-03-16 17:00:00,294.9,533.4,52.5,24.3,80.6,48.9,5.88,14.3,1.7,17.36,22.3,1.66,321.8,Severe
403530,Delhi,2024-03-16 18:00:00,129.8,172.5,121.6,146.4,100.5,42.9,1.33,7.7,32.8,3.05,9.1,5.62,231.3,Good
403535,Delhi,2024-03-16 19:00:00,303.3,450.7,180.0,137.1,172.1,8.7,9.11,2.8,19.0,5.37,13.67,3.91,33.8,Poor
403540,Delhi,2024-03-16 20:00:00,182.5,128.6,81.3,5.9,212.0,31.3,6.09,33.5,160.8,9.95,2.53,7.39,299.6,Severe
403545,Delhi,2024-03-16 21:00:00,176.7,72.3,86.4,60.1,185.6,3.7,0.91,30.8,125.8,0.97,5.11,4.21,136.0,Satisfactory
403550,Delhi,2024-03-16 22:00:00,169.9,18.9,148.8,24.4,68.7,41.5,4.4,23.3,179.8,1.87,27.9,2.64,344.3,Severe
403555,Delhi,2024-03-16 23:00:00,122.2,196.4,160.4,56.4,51.8,30.7,8.54,14.2,185.0,13.62,19.22,4.54,365.4,Poor
403560,Delhi,2024-03-17 00:00:00,332.5,234.6,106.3,26.7,152.9,31.1,0.41,77.5,174.0,8.15,2.65,9.12,144.5,Very Poor
403565,Delhi,2024-03-17 01:00:00,416.8,32.5,151.7,8.2,88.3,32.6,2.66,72.2,138.4,10.52,21.96,6.09,95.9,Poor
403570,Delhi,2024-03-17 02:00:00,105.3,515.4,81.8,139.6,180.9,18.0,5.69,67.4,152.8,10.44,2.19,6.42,47.3,Good
403575,Delhi,2024-03-17 03:00:00,288.0,191.6,134.2,86.4,38.1,46.2,1.94,79.0,62.9,9.69,1.69,7.67,346.1,Poor
403580,Delhi,2024-03-17 04:00:00,170.1,118.7,148.4,140.1,101.3,6.0,6.51,86.5,135.6,17.96,29.23,4.37,282.7,Poor
403585,Delhi,2024-03-17 05:00:00,167.6,143.5,5.7,117.4,144.7,29.3,1.23,7.4,74.5,19.51,4.02,6.72,280.7,Good
403590,Delhi,2024-03-17 06:00:00,346.2,100.4,28.7,78.1,205.1,21.7,5.76,7.6,18.3,0.24,10.93,2.07,356.4,Poor
403595,Delhi,2024-03-17 07:00:00,13.7,554.7,50.2,82.2,247.6,35.6,7.34,48.5,52.7,13.38,22.94,5.35,227.9,Satisfactory
403600,Delhi,2024-03-17 08:00:00,487.4,100.0,186.5,28.4,35.6,43.1,3.0,62.6,109.1,18.11,25.2,1.25,312.3,Poor
403605,Delhi,2024-03-17 09:00:00,248.5,380.7,88.4,48.5,201.6,20.7,2.44,24.2,153.1,0.68,25.47,5.31,321.0,Good
403610,Delhi,2024-03-17 10:00:00,141.2,214.7,193.8,149.9,65.4,19.2,0.21,22.5,91.6,12.27,22.62,9.78,52.1,Severe
403615,Delhi,2024-03-17 11:00:00,481.9,431.5,170.0,39.9,191.9,11.8,9.04,78.2,0.7,10.82,4.29,2.86,156.9,Severe
403620,Delhi,2024-03-17 12:00:00,48.8,283.9,104.5,146.9,170.3,4.6,2.96,95.8,61.2,3.71,13.3,1.61,340.2,Very Poor
403625,Delhi,2024-03-17 13:00:00,303.0,422.6,168.1,90.9,14.6,0.1,4.5,33.7,149.4,13.85,9.14,0.45,243.2,Moderate
403630,Delhi,2024-03-17 14:00:00,98.5,258.3,71.9,83.7,13.8,24.1,0.21,28.0,190.1,8.46,0.74,9.1,382.3,Poor
403635,Delhi,2024-03-17 15:00:00,159.2,485.4,20.9,65.6,52.0,32.9,3.4,52.1,183.2,4.24,26.8,4.84,91.8,Severe
403640,Delhi,2024-03-17 16:00:00,287.0,139.1,65.6,92.1,71.3,37.8,2.77,70.4,111.0,11.12,10.55,1.02,159.4,Moderate
403645,Delhi,2024-03-17 17:00:00,156.4,26.8,137.9,68.4,202.3,49.9,1.82,60.6,153.0,16.0,17.14,3.16,315.5,Poor
403650,Delhi,2024-03-17 18:00:00,214.1,413.9,33.4,75.1,71.2,16.5,0.12,47.9,118.7,6.63,14.9,8.52,62.8,Poor
403655,Delhi,2024-03-17 19:00:00,444.7,373.8,129.9,47.3,115.1,10.9,4.73,21.0,144.0,6.62,2.26,1.91,166.7,Poor
403660,Delhi,2024-03-17 20:00:00,41.4,428.9,108.0,58.3,103.8,40.1,6.24,87.0,71.5,2.36,14.22,5.4,342.8,Very Poor
403665,Delhi,2024-03-17 21:00:00,319.2,342.9,121.2,67.7,133.8,23.2,2.55,12.5,114.0,1.33,11.01,7.54,7.6,Severe
403670,Delhi,2024-03-17 22:00:00,217.6,123.5,163.0,138.7,157.4,23.4,9.29,74.8,28.6,5.44,26.62,4.47,93.9,Poor
403675,Delhi,2024-03-17 23:00:00,284.7,588.4,16.6,124.4,191.5,47.6,4.88,41.4,162.6,4.98,15.47,4.8,209.9,Satisfactory
403680,Delhi,2024-03-18 00:00:00,475.5,302.3,56.2,39.7,75.7,25.8,7.52,69.7,179.0,7.32,14.7,0.6,450.3,Poor
403685,Delhi,2024-03-18 01:00:00,315.2,282.8,180.8,91.1,99.9,0.8,5.55,11.6,156.0,0.77,14.93,2.2,89.3,Satisfactory
403690,Delhi,2024-03-18 02:00:00,87.5,489.9,189.2,53.9,50.8,1.2,0.09,40.8,9.3,0.47,27.56,1.93,455.5,Severe
403695,Delhi,2024-03-18 03:00:00,258.1,91.7,74.7,88.7,210.8,14.4,5.63,61.5,39.5,4.82,3.19,0.66,11.3,Poor
403700,Delhi,2024-03-18 04:00:00,169.0,370.2,113.5,11.1,128.2,15.9,9.05,1.1,79.2,14.85,10.95,1.73,84.4,Very Poor
403705,Delhi,2024-03-18 05:00:00,426.7,585.2,178.8,30.3,159.5,33.6,5.6,99.2,64.4,18.72,5.86,7.84,120.8,Good
403710,Delhi,2024-03-18 06:00:00,355.8,527.1,137.3,82.5,224.5,35.7,1.9,42.2,44.1,5.42,23.66,9.23,476.2,Good
403715,Delhi,2024-03-18 07:00:00,198.8,309.0,85.3,48.3,121.4,43.6,7.75,84.9,29.5,16.55,8.45,0.27,14.4,Very Poor
403720,Delhi,2024-03-18 08:00:00,417.4,399.2,84.9,127.6,123.5,15.2,6.86,26.7,6.6,7.93,17.3,4.26,14.4,Satisfactory
403725,Delhi,2024-03-18 09:00:00,367.2,219.1,101.5,54.6,63.4,46.1,7.06,10.0,54.3,3.14,17.96,2.6,452.8,Moderate
403730,Delhi,2024-03-18 10:00:00,330.5,136.0,44.6,107.0,235.1,6.7,5.96,47.6,0.9,14.73,16.85,8.43,42.9,Good
403735,Delhi,2024-03-18 11:00:00,87.4,175.6,177.8,54.5,247.0,14.0,0.36,43.8,88.3,15.66,20.57,5.59,479.6,Good
403740,Delhi,2024-03-18 12:00:00,272.3,551.7,92.3,138.0,97.0,5.5,7.42,21.7,174.9,10.55,25.73,0.97,461.1,Moderate
403745,Delhi,2024-03-18 13:00:00,90.9,523.4,92.0,56.0,220.4,6.5,5.57,45.7,129.2,2.19,8.56,5.07,320.8,Moderate
403750,Delhi,2024-03-18 14:00:00,161.6,327.7,91.3,35.0,53.9,11.7,2.2,53.0,53.7,18.5,18.25,4.97,418.7,Moderate
403755,Delhi,2024-03-18 15:00:00,116.9,62.0,53.2,72.5,11.0,13.0,8.81,13.1,198.3,8.82,9.58,7.34,392.6,Poor
403760,Delhi,2024-03-18 16:00:00,496.5,6.5,160.0,146.6,64.5,15.0,3.24,0.1,124.3,18.77,7.59,0.44,44.4,Severe
403765,Delhi,2024-03-18 17:00:00,50.3,22.4,62.7,103.9,102.2,47.7,0.13,0.3,169.2,3.09,2.3,1.2,77.6,Moderate
403770,Delhi,2024-03-18 18:00:00,431.7,101.0,199.3,127.1,37.5,24.0,7.59,61.8,66.4,11.01,2.48,8.8,461.8,Good
403775,Delhi,2024-03-18 19:00:00,320.1,301.3,141.2,121.8,30.9,32.4,6.55,44.8,43.1,5.39,10.02,3.3,29.9,Poor
403780,Delhi,2024-03-18 20:00:00,465.9,62.3,164.2,122.3,10.9,47.6,3.34,77.7,10.6,6.22,2.65,6.13,463.0,Poor
403785,Delhi,2024-03-18 21:00:00,142.0,412.2,195.8,119.2,50.0,29.6,8.52,45.9,116.7,3.42,16.16,0.29,454.8,Moderate
403790,Delhi,2024-03-18 22:00:00,159.7,233.5,43.0,65.9,191.3,25.2,8.57,42.7,193.8,4.47,0.32,2.16,68.0,Very Poor
403795,Delhi,2024-03-18 23:00:00,193.8,554.0,179.0,60.4,86.0,23.5,3.27,62.0,145.1,14.84,29.95,8.48,206.5,Good
403800,Delhi,2024-03-19 00:00:00,347.8,45.7,20.7,113.9,102.9,37.7,6.83,94.5,16.1,5.08,12.67,0.76,324.6,Satisfactory
403805,Delhi,2024-03-19 01:00:00,335.1,151.3,195.9,4.4,151.0,37.1,5.76,20.0,127.6,8.44,8.25,0.08,83.4,Satisfactory
403810,Delhi,2024-03-19 02:00:00,252.8,203.4,109.5,149.9,209.8,18.9,9.82,86.2,90.0,17.8,7.68,3.9,74.5,Moderate
403815,Delhi,2024-03-19 03:00:00,380.6,390.1,147.4,59.1,7.2,21.0,0.3,95.4,144.1,6.38,14.98,6.85,269.1,Very Poor
403820,Delhi,2024-03-19 04:00:00,173.5,598.9,79.0,93.3,37.2,27.1,6.9,52.7,75.4,15.44,23.32,9.59,170.3,Severe
403825,Delhi,2024-03-19 05:00:00,328.4,18.5,18.3,82.2,17.4,48.7,9.91,97.8,39.4,1.63,9.75,4.79,304.2,Good
403830,Delhi,2024-03-19 06:00:00,130.1,395.1,100.8,115.9,90.4,24.2,8.21,40.2,28.6,17.89,29.0,2.47,287.7,Severe
403835,Delhi,2024-03-19 07:00:00,405.2,311.2,86.4,118.4,169.4,33.0,3.69,58.9,128.3,19.73,28.23,4.82,66.5,Very Poor
403840,Delhi,2024-03-19 08:00:00,196.4,589.5,110.5,131.4,231.0,16.8,0.16,68.0,61.3,1.92,3.27,6.02,496.3,Moderate
